,Region/Group,Country Code,year,population,gdp,co2,co2_per_capita,co2_per_gdp,co2_per_unit_energy,energy_per_gdp
49544,World,WLD,1999,6089006330.0,,24853.729,4.082,,0.231,
49545,World,WLD,2000,6171703018.0,59897668435968.0,25510.553,4.133,0.426,0.231,1.843
49546,World,WLD,2001,6254936479.0,,25706.293,4.11,,0.231,
49547,World,WLD,2002,6337730319.0,,26276.869,4.146,,0.231,
49548,World,WLD,2003,6420361649.0,,27669.49,4.31,,0.235,
49549,World,WLD,2004,6503377778.0,,28632.506,4.403,,0.231,
49550,World,WLD,2005,6586970145.0,,29614.395,4.496,,0.232,
49551,World,WLD,2006,6671452018.0,,30628.396,4.591,,0.233,
49552,World,WLD,2007,6757308750.0,,31534.645,4.667,,0.233,
49553,World,WLD,2008,6844457675.0,,32074.199,4.686,,0.234,
49554,World,WLD,2009,6932766459.0,,31541.922,4.55,,0.234,
49555,World,WLD,2010,7021732131.0,89807707439104.0,33355.902,4.75,0.371,0.236,1.575
49556,World,WLD,2011,7110923797.0,,34504.539,4.852,,0.238,
49557,World,WLD,2012,7201202531.0,,35000.02,4.86,,0.239,
49558,World,WLD,2013,7291793608.0,,35301.656,4.841,,0.236,
49559,World,WLD,2014,7381616239.0,,35450.094,4.802,,0.235,
49560,World,WLD,2015,7470491904.0,106871830609920.0,35404.898,4.739,0.331,0.233,1.423
49561,World,WLD,2016,7558554580.0,110407201062912.0,35416.656,4.686,0.321,0.231,1.391
49562,World,WLD,2017,7645618013.0,114529589526528.0,35989.898,4.707,0.314,0.229,1.373
49563,World,WLD,2018,7729902724.0,118765811400704.0,36730.426,4.752,0.309,0.227,1.36
49564,World,WLD,2019,7811293714.0,122149364826112.0,37104.273,4.75,0.304,0.227,1.337
49565,World,WLD,2020,7887001284.0,118590019731456.0,35126.527,4.454,0.296,0.223,1.33
49566,World,WLD,2021,7954448405.0,126004794228736.0,36991.734,4.65,0.294,0.223,1.315
49567,World,WLD,2022,8021407170.0,130112561348608.0,37293.836,4.649,0.287,0.221,1.297
49568,World,WLD,2023,8091734935.0,,37791.57,4.67,,0.22,
